name,ppv,pph
MAGMARIN MAGNESIUM 300MG,"99,00","69,30"
MAGMED GELS B30,"93,00","65,10"
MAGMINE 30 CPS,"99,90","69,92"
MAGMINE B45,"130,00","91,02"
MAGN UP B20,"85,00","59,51"
MAGN UP B20 EFFE,"89,90","62,93"
MAGNE 300 MARIN /B56,"133,00","93,11"
MAGNE PLUS B20 EFF,"89,00","62,30"
MAGNEMAR 300 CP B30,"89,50","62,66"
MAGNEPREV 150MG B30,"79,00","52,68"
MAGNEPREV 300 CP,"119,00","83,32"
MAGNEZEN / 24 CPS EFFER,"82,00","57,40"
MAGNEZEN EFFER B12,"45,00","31,50"
MAGNIFORT GEL B20,"69,50","48,66"
MAGTOP / 20 CPS,"56,00","39,20"
MAGUP GELS B30,"129,00","90,30"
MAGVITAL FORTE 14 FL 25ML,"169,00","118,31"
MAGVITAL FORTE 30 FL 25ML,"309,00","216,30"
MAGVITAL FORTE 7 FL 25ML,"119,00","83,30"
MALDORENE SP,"79,80","55,87"
MALTOFER 100MG/30CPS,"36,00","23,78"
MALTOFER FOL 100MG B30,"44,20","29,19"
MALTOFER SIROP,"33,40","22,04"
MAMELOZEN CREME 30G,"59,00","41,30"
MAMILAC 1ER AGE 400G,"76,00","64,63"
MAMILAC 2EME AGE 400G,"78,00","66,32"
MAMILAC 3EME AGE 400G,"78,00","66,32"
MAMILAC AR 400G,"88,10","74,88"
MANEF / 15 CPS,"62,00","43,40"
MANEF / 30 CPS,"104,00","72,80"
MANHAE / 30 CAPS A,"190,00","133,00"
MANIEZ 24/ 28 GELULES,"99,00","69,30"
MANIEZ 24/ 40 GELULES,"129,00","90,30"
MANNITOL 10% 500 ML         BK,"26,20","17,28"
MARIE ROSE ANTI POUX,"110,00","77,00"
MARIE ROSE LOTION,"190,00","133,01"
MARIGOLD HERBIFLI CREME 50ML,"78,00","54,60"
MARIMAG B20,"79,00","55,31"
MARIMER / 6 UNIDOSES,"29,80","19,87"
MARIMER /10 UNIDOSES,"54,50","36,34"
MARIMER HYPERTONIQUE BABY 100,"109,80","73,21"
MARIMER ISOTO SPRAY NASAL 100M,"99,50","66,34"
MARIMER ISOTONIQUE BABY 100ML,"99,50","66,34"
MARIMER MOUCHE BEBE,"72,00","47,98"
MARIMER RHUME HYPERTONIC 100ML,"109,80","73,21"
MARIMER UNIDOSES B10 X 5ML,"54,50","36,34"
MAROMAG GELULE B30,"97,00","67,90"
MARTIANS SIROP,"99,60","66,40"
MARVIL 10MG/28CPS           BK,"254,00","168,17"
MARVIL 10MG/7CPS,"70,30","49,40"
MARVIL 5MG/28CPS,"146,00","96,46"
MASQUE A HAUTE CONCENTRATION,"17,90","12,50"
MASQUE A OXYGENE,"13,60","9,10"
MASQUES DE PROTECTION B10,"35,00","23,34"
MASQUES EN TISSU B1,"12,00","8,00"
MASVITAM GELEE ROYAL ET PROPOL,"79,90","55,93"
MATEANCE B40,"143,00","100,10"
MATELA MEDICAL,"728,60","510,00"
MATERNOV  B20,"79,50","55,66"
MATERVIT CP JOUR ET NUIT,"112,00","78,41"
MATRIX 3 10ML COLLYRE,"148,50","103,96"
MAXI 20 MULTIVIT 10 CAPS EFFER,"48,50","33,96"
MAXI 20 MULTIVIT 20 CAPS EFF,"85,00","59,51"
MAXI G 20 CPS EFFE,"80,40","56,28"
MAXI-FLOR / 15,"99,00","69,30"
MAXI-FLOR 10STS,"74,80","52,37"
MAXICLAV 100/12.5 SP NOU 30ML,"29,10","19,20"
MAXICLAV 100/12.5MG SP ENF 60,"47,70","31,49"
MAXICLAV 1G/125MG  STS 16,"123,40","81,51"
MAXICLAV 1G/125MG SACHETS B12,"81,30","53,72"
MAXICLAV 1G/125MG SACHETS B24,"143,10","94,54"
MAXICLAV 1G/200MG  INJ B1,"37,40","24,74"
MAXICLAV 500MG/62.5MG 16STS,"84,10","55,58"
MAXICLAV 500MG/62.5MG SACHS 12,"54,20","35,82"
MAXICLAV 500MG/62.5MG SACHS 24,"95,40","63,05"
MAXIDROL COLLYRE,"28,10","18,57"
MAXIDROL PDE OPHT,"20,90","13,83"
MAXIFOIE /30 GELULES,"110,00","77,00"
MAXILASE SP 1 FL 125 ML,"41,10","27,17"
MAXIRICH CAPS B30,"95,00","66,50"
MAXITONE AMP BUV B10,"99,50","69,66"
MAXITONE CP B30,"119,50","83,66"
MAXITONE EFF B20,"89,90","62,93"
MAXITONE VIT C/10 CPS,"49,50","34,66"
MAXITONE VIT C/20 CPS,"79,50","55,66"
MAXITYL BTE/30 GELULES,"70,00","49,01"
MAXITYL GELS B60,"120,00","84,00"
MAZAX 500 B3,"56,10","37,05"
MC2 /B30,"99,00","69,30"
MEBEVERINE FORTE X 30 COMP,"51,20","33,82"
MEBO POMMADE CICATRIS,"130,80","86,45"
MEDEP 10MG B14,"38,90","25,71"
MEDEP 10MG B28,"75,20","49,66"
MEDEP 5MG B14,"25,60","16,92"
MEDEP 5MG B28,"49,40","32,63"
MEDIBRONC SP AD 150ML,"24,80","16,36"
MEDIBRONC SP ENF 150ML,"15,30","10,12"
MEDIVEINE 600MG/30CPS,"56,10","37,07"
MEDIZAPIN 10MG / 10 CPS,"106,80","70,60"
MEDIZAPIN 10MG / 30 CPS     BK,"272,00","179,93"
MEDIZAPIN 2.5MG/10CPS,"48,70","32,19"
MEDIZAPIN 2.5MG/30CPS,"106,00","70,04"
MEDIZAPIN 5MG / 10 CPS,"61,30","40,53"
MEDIZAPIN 5MG / 30 CPS      BK,"156,40","103,35"
MEDROL  4MG B30,"35,10","23,19"
MEDROL 16MG B20,"65,70","43,41"
MEDZAR 100MG B30,"128,00","84,57"
MEDZAR 50MG B30,"65,00","42,95"
MEFSAL 15 MG/10CPS          BK,"36,40","24,03"
MEFSAL 15 MG/20CPS          BK,"72,60","47,96"
MEFSAL 7.5MG/10CPS,"27,60","18,22"
MEFSAL 7.5MG/20CPS,"51,00","33,71"
MEGAFLOX 250 MG X 10 CPS,"51,40","33,94"
MEGAFLOX 500 MG X 10,"74,80","49,40"
MEGAFLOX IV 200MG/100ML,"141,10","93,24"
MEGASFON 150MG/8 SUPP,"18,30","12,10"
MEGASFON 160MG B10 OD,"30,80","20,36"
MEGASFON 160MG B20 OD,"54,50","36,00"
MEGASFON 80 MG /10CPS OD,"18,30","12,10"
MEGASFON 80MG/20CPS OD      BK,"32,10","21,20"
MEGASIUM 4 + VITAMINE B6 B30,"85,00","59,51"
MEIACT 200MG / 20 CPS BK,"209,00","138,38"
MELACTIUM FAST CP SUBL B30,"79,50","55,66"
MELACTIUM FAST CP SUBL B60,"139,50","97,66"
MELADININE 300MG/30 CP,"23,80","15,75"
MELAGYN GEL 200ML,"118,00","78,67"
MELATOKAI BTE/30 CPS,"67,90","57,70"
MELATOKAI CPS B15,"55,20","38,63"
"MELATONINE LAPROPHAN 1,9MG30CP","89,00","58,81"
MELEM POMMADE 30ML,"98,00","68,60"
MELIBIOSE CONTOUR DE L'OEIL,"1,00","0,66"
MELIBIOSE PNM LEGERE 40 ML,"1,00","0,66"
MELIBIOSE PS ENRICHIE 40 ML,"1,00","0,66"
MELICAM 15MG  B20,"72,60","47,96"
MELICAM 7.5MG B20,"47,70","31,49"
MELIMAG B6,"95,00","66,50"
MELIVAL,"126,70","88,69"
MELOXAM 15MG/14CPS,"50,80","33,58"
MELOXAM 15MG/B28,"89,40","59,10"
MELOXAM 7.5MG/14 CPS,"33,80","22,36"
MELOXAM 7.5MG/B28,"65,50","43,26"
MELOXICAN GT 15 MG B 20     BK,"72,60","47,95"
MELOXICAN GT 7.5MG B 20,"51,00","33,71"
MEMANTINE GT 10MG B28,"126,30","83,47"
MEMANTINE GT 20MG B28,"198,50","131,16"
MEMOBOOST GEL B30,"180,00","126,00"
MEMOIRE + AMPOULES 10ML,"159,00","111,30"
MEMOTONE 10 AMPS,"99,50","69,66"
MEMOZAN BTE/30 CAPSULES,"135,00","94,50"
MENACTRA 0.5ML  1FL,"576,00","405,15"
MENALYA,"139,80","97,87"
MENOPACE 30 CPS,"189,00","132,30"
MENOPUR INJ                 BK,"1 183,00","883,32"
MEPRAMIDE SOLUTE BUVABLE,"26,40","17,42"
MEPRO CREME CICATRISANTE,"111,40","78,00"
MERCILON X 21 PILULE,"54,20","35,82"
MERIDOL BB PROTECTION GENC 100,"29,00","19,33"
MERIDOL BB PROTECTION GENC 400,"100,00","66,66"
MERIDOL BROSSE A DENT MEDIUM,"49,00","32,66"
MERIDOL BROSSE A DENT SOFT,"49,00","32,66"
MERIDOL PATE PROTE BLANCHEUR,"69,00","46,00"
MERIDOL PATE PROTE GENCIVE,"69,00","46,01"
MESTINON 20 DRAGEES         BK,"58,80","38,83"
METANAZ SUSP NAZAL,"102,80","67,91"
METANIUM LOTION PROTECTRICE,"85,00","56,68"
METANIUM POMMADE PROTECTRICE,"49,00","32,68"
METAVIT BTE/30 CPS,"89,00","62,30"
METEOSPASMYL B/20 CP,"37,70","24,94"
METFORMINE 1000MG/B30,"19,90","13,15"
METFORMINE 500MG/B30,"10,40","6,87"
METFORMINE 850MG/B30,"17,10","11,30"
METHYLPREDNISOLONE 1G B10,"1 506,00","1 206,52"
METHYLPREDNISOLONE VIATRIS 500 MG B10 INJ,"935,00","635,32"
METHYLPREDNISOLONE VIATRIS B10 500mg,"935,00","635,32"
METRINELLE 2MG B28,"186,90","123,50"
METRIS 5MG/ml  100ml inj,"30,70","20,30"
METROZAL 250MG CP,"17,10","11,33"
METROZAL 500MG / 10 OVULES,"25,90","17,09"
METROZAL 500MG / 20 CPS,"30,40","20,07"
METROZAL SUSP 120 ML,"22,90","15,13"
MEXINE 250MG B10,"35,50","23,47"
MEXINE 250MG B20,"67,30","44,46"
MEXINE 500MG B10,"71,00","46,93"
MEXINE 500MG B20,"131,60","86,98"
MEXINE 750MG B10,"126,30","83,47"
MEZOR 20MG/14 CPS,"76,70","50,67"
MEZOR 20MG/28 CPS,"135,10","89,28"
MEZOR 20MG/7 CPS,"43,00","28,42"
MEZOR 40 MG / 14 CPS,"114,80","75,82"
MEZOR 40 MG / 28 CPS,"201,00","133,20"
MEZOR 40MG/ 7 CPS,"65,20","43,10"
MG 375 BTE/30 GELULES,"99,00","69,30"
MGMAR MAGN MARIN+VIT B6 B/30,"88,00","61,60"
MIBRAL 10MG/30 CPS          BK,"75,90","50,17"
MIBRAL 5MG/30CPS,"51,80","34,24"
MICARDIS  PLUS 80MG/12.5/28 BK,"200,00","132,36"
MICARDIS 40 MG / 28CPS      BK,"156,80","103,62"
MICARDIS 80 MG / 28CPS      BK,"200,00","132,36"
MICOLESS CREME 30ML,"158,00","110,59"
MICOLESS CREME 70ML,"197,00","137,90"
MICROCELL B3,"59,90","41,93"
MICROCELL B6,"89,90","62,93"
MICRODIOL,"26,50","17,54"
MICROGYNON BT/21 HILAL,"8,20","5,44"
MICROPAKINE LP 1000MG/30STS BK,"320,00","224,82"
MICROPAKINE LP 250MG 30 SACHS,"84,90","56,11"
MICROPAKINE LP 500MG 30 SACHS,"164,80","108,91"
MICROPAKINE LP 750MG 30 SACHS,"244,00","161,72"
MICROSYM BTE/15 CPS,"198,00","138,60"
MICROSYM BTE/30 CPS,"298,00","208,61"
MICROVAL  COMP BT/28.,"13,00","8,61"
MICROZID 80MG/60 CPS,"61,00","40,30"
MICROZIDE 80MG/20CPS,"22,00","14,54"
MIFLASONE 200 MICROG        BK,"71,40","47,20"
MIFLASONE 400 MICROG       BK,"140,00","92,53"
MIGARA 2.5MG BTE/2 CPS,"36,50","24,14"
MIGARA 2.5MG BTE/6 CPS,"82,30","54,36"
MIGRALGINE X 18 GELULES,"20,10","13,28"
MIGRASTOP MM,"65,00","43,33"
MIGRASTOP PM,"35,00","23,33"
MIGRIX 10MG B6,"146,90","97,05"
MIGRIX 5MG B6,"146,90","97,05"
MIKOPEN 1200MG/1 OVULE,"48,10","31,79"
MINCIFINE JOUR ET NUIT,"220,00","146,68"
MINIRIN 0.2MG/15 CPS  BK,"268,00","188,28"
MINIRIN MELT 120UG B30,"581,00","408,48"
MINIRIN MELT 60UG  B30,"270,00","189,81"
MIRADENT ANNEAU DENTITION,"75,00","50,00"
MIRADENT BROSSE A DENT ADULTE,"39,50","26,33"
MIRADENT KID'S BRUSH,"58,50","39,00"
MIRENA        BK,"1 163,00","863,85"
MIRZAM 1.25MG B30,"40,00","26,43"
MIRZAM 10MG B30,"106,00","70,04"
MIRZAM 2.5MG B30,"46,00","30,39"
MIRZAM 5MG B30,"55,00","36,34"
MISOPT 2%/0.5% COLLYRE FL 5ML,"103,30","68,27"
MIXTARD 30 HM PENF 100UI 3ML,"73,00","48,23"
MIXTEARS GOUTTE FLACON 10ML,"140,00","93,34"
MMR 2 VACCIN,"157,10","103,79"
MOBIC 15MG B7,"26,00","17,17"
MOBIC 15MG/ 14CPS          BK,"50,80","33,58"
"MOBIC 7,5 MG / 14 CPS","39,80","26,31"
MOBIC 7.5MG B7,"22,30","14,72"
MOBIC INJ /3AMP,"34,60","22,84"
MOBIXOL  GEL  MASSAGE 100ML,"96,00","67,20"
MODINE 10MG/50ML FLACON 50ML,"162,40","107,30"
MODINE 30 MG/30CPS,"130,50","86,26"
MODINE 30 MG/60CPS  BK,"260,00","171,92"
MODURETIC 5MG/50MG 30 COMP  BK,"42,40","28,03"
MOISTURE DROPS 15ML,"97,00","67,90"
MOISTURE DROPS UNIDOSE,"142,00","99,40"
MOLGAM 100MG/10CPS,"10,50","6,94"
MOLGAM 100MG/20CPS,"18,50","12,27"
MOLGAM 100MG/30CPS,"27,20","17,98"
MOLGAM 200MG/10CPS,"20,60","13,59"
MOLGAM 200MG/20CPS,"37,40","24,70"
MONMAG 300MG B30,"97,90","68,53"
MONMAG 300MG EFFER B15,"79,90","55,93"
MONMAG 300MG EFFER B30,"150,00","105,00"
MONO-TILDIEM LP 200MG/28CPS.BK,"181,40","119,84"
MONO-TILDIEM LP 300MG/28CPS.BK,"218,00","144,43"
MONOFILAMENT,"138,10","96,68"
MONONITRIL 20MG/ 20COMP,"17,00","11,23"
MONONITRIL 20MG/60COMP,"49,50","32,70"
MONONITRIL 40MG/60COMP,"65,20","43,08"
MONOPROST COLLYRE,"167,20","110,47"
MONOZECLAR 500MG/10CPS,"152,70","100,90"
MONOZECLAR 500MG/5 CPS,"81,60","53,90"
MOPRAL 20MG BTE/14 GELULES,"122,50","80,96"
MORIDIL POMMADE 20G,"12,40","8,18"
MORIDIL SUPPO B12,"16,20","10,71"
MOSCONTIN 10MG 14 COMP (LP) BK,"41,70","27,53"
MOSCONTIN 30MG 14 COMP (LP) BK,"94,20","62,27"
MOSCONTIN 60MG 14 COMP (LP) BK,"196,20","129,65"
MOTILIUM SUSPENSION.,"38,10","25,20"
MOTRINEX 10MG B30,"209,00","138,24"
MOUSTIX SPRAY100ML,"57,80","38,53"
MOVART 10/160 MG CPS B28,"185,20","122,36"
MOVART 5/160 MG B28,"185,20","122,36"
MOVART 5/80 MG CPS B28,"151,60","100,16"
MOVIFLEX BTE/30 GELULES,"300,00","200,02"
MOZAL 20MG B14,"49,30","32,59"
MOZAL 20MG B28,"92,50","61,13"
MOZAL 20MG B7,"28,00","18,51"
MUCOCIL SIROP ADL,"18,20","12,01"
MUCOCIL SIROP ENF.,"12,10","7,99"
MUCOCIL SP AD 300ML,"43,40","28,65"
MUCOGYNE GEL 40ML,"99,00","69,30"
MUCOGYNE OVULES B10,"99,00","69,30"
MUCOSAMIN COLLUTOIRE 250ML,"254,40","178,08"
MUCOSAMINE 30ML,"254,40","178,08"
MUCOSAMINE CREME VAG 30G,"275,60","192,92"
MULTI ENERGIE SIROP 150ML,"75,00","52,50"
MULTIZEN / 24CPS EFFER,"82,00","57,40"
MULTIZEN EFFER B12,"45,00","31,50"
MUSCALM GEL CHAUFFANT 50G,"68,00","47,60"
MUSCALM GEL FROID 50G,"80,00","56,00"
MUSFON 80MG B10,"17,70","11,72"
MUSFON 80MG B20,"30,80","20,38"
MUSFON 80MG B30,"47,10","31,14"
MUSKLE GEL,"64,00","44,81"
MUTESA SUSPENSION BUV,"30,00","19,82"
MUXIBEN FORT 100MG/ML FL 120ML,"31,40","20,76"
MUXOL SIROP 250 ML,"30,50","20,14"
MUXOL SIROP FL 125 ML,"17,50","11,54"
MYANTALGIC / 20 CPS,"27,60","18,24"
MYANTALGIC / 20 CPS EFFER,"31,80","20,99"
MYCODERM 150MG/3 OVS GYNE,"35,50","23,47"
MYCODERME CREME 40G,"34,30","22,64"
MYCODERME POUDRE 30G,"45,80","30,26"
MYCOFLU  50 MG / 7 GELS,"74,80","49,40"
MYCOFLU 150 MG / 1 GEL,"22,40","14,82"
MYCOFLU 150 MG / 4 GELS,"76,20","50,37"
MYCOFLU 150MG/7GELS,"121,50","80,28"
MYCOHYDRALIN 1% CREME 30G,"33,60","22,23"
MYCOPHENOLATE MOFETIL 500 B50,"638,00","448,63"
MYCOSTER 8% SOL 3 ML       BK,"120,90","79,86"
MYCOSTER CREME 30 G.,"42,20","27,91"
MYCOSTER SOLUTION FL 30 ML,"40,70","26,90"
MYDOFLEX 150MG B30,"87,90","58,05"
"MYDRIATICUM O,5%","24,20","15,96"
MYFORTIC  360MG  B120,"2 265,00","1 965,54"
MYK 1% CREME TUBE 15 G,"37,00","24,45"
MYK 1% FLACON 30 ML SOLUTION,"60,30","39,83"
MYNAZOL 150MG/ 8 GELS,"107,50","71,01"
MYNAZOL 150MG/1GEL,"22,40","14,82"
MYNAZOL 150MG/4 GELS,"70,40","46,51"
MYOBIL B30,"79,00","55,30"
MYOFLAM CREME,"59,40","41,58"
MYOFLEX CREME,"59,00","41,29"
MYOLAX CREME 50ML,"69,00","48,30"
MYOREL CREME,"70,00","48,97"
MYRIN 50MG,"1 346,00","1 046,23"
MYTUM SIROP 100ML,"79,00","55,31"
MYTUM SIROP 200ML,"149,00","104,30"
MYTUM/10 GELULES,"59,00","41,29"
MYTUM/30 GELULES,"149,00","104,30"
NAABAK 4.9% COLLYRE,"78,50","51,87"
NAAXIA COLLYRE,"49,90","32,98"
NABICARD 5MG/30 CP,"87,50","57,80"
NACL 0.9% 3000ML HEMOLAB,"103,90","68,63"
NACL 0.9% 3L  TVA 20% RINCAGE ARWA,"142,90","100,00"
NACTALIA 1,"98,00","83,30"
NACTALIA 2,"98,00","83,30"
NACTALIA 3,"90,00","76,51"
NACTALIA AR 400G,"90,00","76,51"
NACTALIA COMFORT 400G,"103,00","87,55"
NACTALIA LAIT PRE 400G,"98,00","83,30"
NALGESIC 300 MG X 36 GELULES,"71,50","47,24"
NALGESIC X 12 GELULES,"28,60","18,89"
NAN   AR      380G,"110,00","93,51"
NAN 1 CONFORT 400G,"101,00","85,85"
NAN 1 OPTIPRO 400G,"99,00","84,15"
NAN 1 OPTIPRO 800G,"185,00","157,26"
NAN 2 CONFORT 400G,"101,00","85,85"
NAN 2 OPTIPRO 400G,"99,00","84,15"
NAN 2 OPTIPRO 800G,"185,00","157,26"
NAN 2 X 400G,"37,40","31,79"
NAN 3 OPTIPRO 400G,"88,00","74,80"
NAN 3 OPTIPRO 800G,"156,60","133,14"
NAN COMFORT 1 800G,"188,00","159,80"
NAN COMFORT 2 800G,"190,00","161,51"
NAN LACTOSE FREE 400G,"99,00","84,15"
NAPROGEL GEL 10% X 50G,"41,30","27,29"
NARSEC SACHET B12,"22,40","14,81"
NASACORT 120 DOSES..        BK,"100,40","66,32"
NASALEZE ALLERGY BLOCKER SPRAY,"86,00","60,20"
NASALEZE COLD&FLU BLOCKER SPRA,"70,00","49,00"
NASANITA PAPILLON NASAL,"331,10","231,77"
NASONEX 50UG/120 DOSES      BK,"123,10","81,35"
NASONEX 50UG/40 DOSES       BK,"46,80","30,92"
NAT AQUA CREME HYDRATANTE,"165,00","110,00"
NAT BAUME LEVRES GOUT FRAISE,"69,00","46,01"
NAT BAUME LEVRES GOUT POMME,"69,00","46,01"
NAT CREME JOUR RESTRUCTURANTE,"307,00","204,68"
NAT CREME NUIT RESTRUCTURANTE,"314,20","209,51"
NAT CREME RENOVATRICE FACIALE,"279,00","186,01"
NAT ECRAN SOLAIRE SPF 50 COLEU,"204,00","136,01"
NAT INTIMO SAVON HYGIENE INTIM,"170,00","119,00"
NAT LIFT SERUM D-CONTACT ANTIR,"380,00","266,00"
NAT SERUM REAFFIRMANT INTENSIV,"59,50","39,70"
NAT SOIN CONTOUR DES YEUX,"150,00","100,01"
NATALBEN SUPRA CPS B30,"125,00","87,48"
NATI CREME,"24,50","17,15"
"NATISPRAY FORT 0,30 MG SOL","69,30","45,79"
NATIVA 1 X 400G,"73,00","62,05"
NATIVA 2 X 400G,"73,00","62,05"
NATIVA CLASSIC 1 X 300G,"40,00","34,00"
NATRIXAM 1.5MG/10MG B30,"87,50","57,81"
NATRIXAM 1.5MG/5MG B30,"79,90","52,79"
NATU D3 FLACON 30ML,"129,00","90,30"
NATUART BTE/30 CPS,"169,90","118,97"
NATUCAL BTE/30 CPS,"99,50","69,66"
NATUFLUID SIROP 150ML,"69,50","48,64"
NATUGEST BTE/30 CPS,"97,50","68,26"
NATURALIA CR DEPIGMENTENTE,"289,00","192,66"
NATURALIA ECRAN INV,"220,00","146,68"
NATURALIA INTIMO HYGIENE,"56,50","39,52"
NATURALIA SHAM ANTI CHUTE,"214,80","143,18"
NATURLAX B15,"49,00","34,31"
NATURLAX B30,"87,00","60,90"
NATURMAG GELS B30,"95,00","63,34"
NAUREUS 0.5MG/ML FL 60ML,"23,40","15,45"
NAUREUS 5MG BTE/15 CPS,"38,00","25,12"
NAUREUS 5MG BTE/30 CPS,"70,00","46,23"
NAUSELIUM 10MG/20CPS,"22,80","15,10"
NAUSELIUM 1MG/ML 200ML,"22,90","15,15"
NAUTAMINE 20 COMPRIMES,"15,20","10,03"
NAVELA  B1,"60,70","40,13"
NAVI INFLA,"79,00","55,31"
NAVI NACL  5%,"128,00","89,60"
NAVIBLEF,"90,00","63,00"
NAVIBLEF DAILY CARE MOUSSE,"90,00","63,00"
NAVIBLEF INTENSIVE CARE MOUSSE,"120,00","84,00"
NAVILIPO 10ML,"98,00","68,60"
NAVITAE PLUS 15ML,"80,00","56,00"
NAZAIR SPRAY NASAL 100 DOSES,"70,10","46,31"
NAZOLIBRE BAUME 50G,"35,00","24,50"
NAZOLIBRE HUILE 10ML,"39,00","27,30"
NAZOLIBRE INHAL 0.5ML,"12,00","8,40"
NEALGYL 80MG B10,"18,30","12,10"
NEALGYL 80MG B20,"32,10","21,20"
NEALGYL 80MG B30,"47,10","31,15"
NEBILET 5MG/28 CP           BK,"87,50","57,83"
NECESSAIRE A PERFUSION,"3,70","2,46"
NECESSAIRE A PERFUSION AVEC F,"1,00","0,67"
NEJMAX 20MG B1,"43,00","28,40"
NEJMAX 20MG B2,"75,70","50,02"
NEOBILINE AMP BUV B10,"89,50","62,66"
NEOBILINE DIGEST 200ML,"99,50","69,66"
NEOCIP 250MG / 10CPS,"51,40","33,97"
NEOCIP 500MG / 10CPS,"74,80","49,40"
NEOCLAV 100/12.5MG/30ML,"34,20","22,59"
NEOCLAV 100/12.5MG/60ML,"58,90","38,91"
NEOCLAV 1G/125MG B24 STS,"156,10","103,12"
NEOCLAV 1G/125MG/12 STS,"82,20","54,33"
NEOCLAV 1G/125MG/16 STS,"108,40","71,63"
NEOCLAV 500MG/62.5/12STS,"57,90","38,28"
NEOCLAV 500MG/62.5/16STS,"76,60","50,64"
NEODENT BAIN DE BOUCHE,"36,00","24,00"
NEOFER 30 GELS,"98,50","68,96"
NEOFORTAN 150MG/8SUPP,"18,30","12,10"
NEOFORTAN 40MG/10CPS EFFER,"37,40","24,70"
NEOFORTON 160MG/10CPS.,"92,30","61,01"
NEOGLOBIN B30,"82,50","57,76"
NEOMOX 125MG 100ML SP       BK,"23,70","15,67"
NEOMOX 125MG 60ML SP        BK,"14,30","9,47"
NEOMOX 1G 12 CP D,"51,40","33,97"
NEOMOX 1G 14 CP D,"59,90","39,58"
NEOMOX 1G 24 CP D,"90,40","59,72"
NEOMOX 250MG 100ML SP,"31,40","20,78"
NEOMOX 250MG 60ML SP,"22,80","15,10"
NEOMOX 500MG 100ML SP,"52,10","34,41"
NEOMOX 500MG 12 CP D        BK,"32,30","21,36"
NEOMOX 500MG 24 CP D        BK,"56,90","37,63"
NEOMOX 500MG 60ML SP,"31,30","20,70"
NEONAT GEL B30,"99,50","69,66"
NEOPLAST  500CM X18,"68,40","45,61"
NEOPRED 20MG B20 EFFER,"37,40","24,70"
NEOPRED 5MG  B30 EFFER,"20,50","13,58"
NEOSEPT SPRAY 30ML PM,"54,00","37,80"
NEOSTRATA CREME ANTI TACHES,"1,00","0,67"
NEOSTRATA GEL DEPIGMENTANT HQ,"349,10","232,72"
NEOSTRATA SOLUTION OILY SKIN,"294,00","196,01"
NEOSTRATA SPOT GEL,"289,50","193,01"
NEOSYNEPHRIN-POS 10% MV,"53,20","35,14"
NEOSYNEPHRINE 5% COLLYRE 10ML,"53,20","35,13"
NEOTRAVISIL LOZENGES LEMON,"30,00","21,00"
NEOTRAVISIL LOZENGES MENTHOL,"30,00","21,00"
NEOVICAL B30,"79,50","55,66"
NEOVIMAG 300 B30/R,"84,50","59,16"
NEOVIMAG 375MG B30,"99,50","69,66"
NEOVIMAG PLUS B30,"84,50","59,16"
NEOVIS 0.18% FL 15ML MV,"149,50","104,64"
NEOVIS 10ML,"134,40","94,08"
NEOVIS TOTAL MULTI 15ML,"175,00","122,50"
NEOVIZINC CPS B30,"59,50","41,64"
NEOXIDIL SOLUTION  2/  80ML,"231,00","152,63"
NEPROLIS AD SPRAY,"89,00","62,30"
NEPROLIS ENF SPRAY,"87,00","60,90"
NEPZAN 10MG BTE/28 CPS,"236,00","156,17"
NEPZAN 5MG BTE/28 CPS,"134,60","88,92"
NEROMAG B20,"75,00","52,50"
NERVAX 150MG B20,"142,10","93,92"
NERVAX 75MG B20,"98,40","64,76"
NERVAX 75MG B60,"250,00","165,39"
NERYTHEM CREME 50G,"69,90","48,92"
NET ACNE,"50,00","33,34"
NETADERM PH 8  120ML,"60,00","42,00"
NETADERM PH NEUTRE 200ML,"58,00","40,60"
NETADERM SPRAY 40ML,"39,00","27,30"
NEULEPTIL 4% 30 ML,"36,50","24,14"
NEURAXONE CPS B30,"169,50","118,66"
NEURAXONE CPS B60,"299,50","209,66"
NEURONTIN 300MG B90         BK,"287,00","202,02"
NEUROZAN CPS B30,"190,00","133,01"
NEUT VISIBLY CLEAR GEL ON-SPO,"1,00","0,66"
NEUT VISIBLY SOIN HYDRA,"1,00","0,66"
NEUTRAGAZ B30,"88,00","61,61"
NEUTRAGAZ GOUTTES 50ML,"85,00","59,51"
NEUTRAGAZ PLUS BTE/30 GELULES,"74,00","51,80"
NEUTRAL 40 COMP,"22,80","15,06"
NEUTRAL SIROP.,"36,00","23,78"
NEUTROGENA OILFREE SPRAY SPF30,"1,00","0,66"
NEUTROGENA SOIN PROTECTEUR 50M,"1,00","0,66"
NEUTROSEPT 125ML GEL NET PH7,"76,00","50,68"
NEW AGE 40ML,"131,00","87,34"
NEWCARTI B60,"191,00","133,70"
NEWEYES 15 DOSETTES,"129,90","90,92"
NEWEYES 5 DOSETTES,"49,90","34,93"
NEWFLEX COOLING-GEL 120ML,"99,90","66,60"
NEWFLEX STICK CHAUFFANT,"99,90","66,61"
NEWFLEX STICK RAFRAICHISSANT,"99,90","66,60"
NEWFLEX WARM-UP GEL 120ML,"99,90","63,20"
NEWGLIN 0.5MG B30,"50,20","33,17"
NEWGLIN 0.5MG B90,"145,60","96,20"
NEWGLIN 1MG B30,"52,50","34,69"
NEWGLIN 1MG B90,"148,20","97,91"
NEWGLIN 2MG B90,"153,40","101,34"
NEWVAST 10MG B30,"56,80","37,53"
