name,ppv,pph
NEWVAST 20MG B30,"97,30","64,27"
NEWVAST 40MG B30,"154,00","101,75"
NEWVAST 80MG B30,"141,00","93,18"
NEXX-MAGNESIUM,"85,00","59,50"
NIDAZOL 250MG X 20 CP,"19,80","13,06"
NIDAZOL 500 COMP,"37,30","24,66"
NIDAZOL 500MG OV,"25,90","17,09"
NIDO 1+ 400G,"60,00","53,68"
NIDO 1+ 900G,"120,00","101,72"
NIFLURIL 30 GELULES.        BK,"31,80","21,05"
NIFLURIL 8 SPPS AD 700MG    BK,"28,30","18,68"
NIFLURIL 8 SUPPOS ENF 400 MG.,"20,60","13,59"
NIMENRIX,"567,00","398,49"
NISAL CREME,"119,70","83,80"
NITRATE D'ARGENT,"40,90","27,28"
NITRODERM 10/50MG 10 SYST,"90,00","59,50"
NITRODERM 5/25MG 10 SYST,"68,50","45,24"
NITROVID SPRAY NASAL,"300,00","210,00"
NIVESTIM 30MU 0.5ML B5,"1 116,00","816,00"
NO-DEP 50MG/15CPS           BK,"66,40","43,85"
NO-DEP 50MG/30CPS           BK,"118,50","78,30"
NO-DEP 50MG/60CPS           BK,"188,00","124,21"
NO-DOL CODEINE 500/30MG/20CPS,"26,20","17,29"
NO-SPA 40 MG / 20 CPS..,"29,90","19,79"
NO-SPA 40 MG / 5 AMP..,"29,90","19,79"
NO-SPA FORTE 80MG/20CPS,"42,00","27,78"
NO-STRESS GELS B30,"92,00","64,40"
NOBIOS BTE/15 GELULES,"49,50","34,66"
NOBIOS GEL B30,"89,50","62,64"
NOBIOS SB 125ML,"79,50","55,66"
NOCAND 150MG B1,"13,40","8,88"
NOCAND 150MG B4,"46,70","30,87"
NOCAND 200MG B7,"91,60","60,52"
NOCAND 50MG  B7,"32,70","21,59"
NOCICEPTOL GEL 120ML,"210,00","147,00"
NOCICEPTOL GEL ANTI-DOUL 200ML,"340,00","238,01"
NOCICEPTOL STICK MIGRAINE 10ML,"120,00","84,00"
NOCIVRIL CP B60,"299,50","209,64"
NOCIVRIL CPS B30,"169,50","118,66"
NOCOL 20MG / 30 CPS,"94,30","62,33"
NOCOL 20MG / 60 CPS,"188,50","124,54"
NOCOL 40MG / 30 CPS,"171,00","113,00"
NOCOL 40MG/60 CPS           BK,"394,00","276,92"
NOCTIZEN 10MG B10,"23,50","15,55"
NOCTIZEN 10MG B20,"42,00","27,73"
NODOLFENE 200MG/30CPS,"21,90","14,49"
NODOLFENE 400MG/30CPS,"28,00","18,53"
NODOLFENE SIROP,"21,00","13,90"
NOFENE 100MG SUP B12,"27,40","18,09"
NOFLAT B30,"75,00","52,50"
NOGAZ GELS B30,"85,00","59,50"
NOLIP 10MG B10,"59,70","39,47"
NOLIP 10MG B30,"154,10","101,79"
NOLIP 20MG B10,"96,50","63,79"
NOLIP 20MG B30,"250,00","165,39"
NOLIP 5MG CP B30,"90,90","60,05"
NOLVADEX 20 MG B/30 CP      BK,"124,30","82,13"
NOMETIL B15,"39,00","27,30"
NOMETIL B30,"69,00","48,30"
NOMIFER B30,"75,00","52,50"
NOMIFER PLUS GELS B30,"120,00","84,00"
NOMIFER SIROP,"84,00","58,80"
NOMYC  50MG/7 GEL,"78,30","51,73"
NOMYC 150MG/1 GEL,"22,40","14,82"
NOMYC 150MG/2 GEL,"39,50","26,09"
NOMYC 150MG/4GEL,"72,90","48,16"
NOOTROPYL GELULES /60 GEL.  BK,"125,90","83,19"
NOOTROPYL SIROP             BK,"52,40","34,62"
NOPOROSE 35MG/12 CPS        BK,"464,00","326,38"
NOPOROSE 35MG/4CPS,"181,90","120,17"
NORDAZ 15 MG COMP,"27,20","17,97"
"NORDAZ 7,5 MG X 30 COMP","18,20","12,01"
NORIN BTE/20 GELULES,"42,00","29,40"
NORMA-P VITAL B60,"250,00","175,01"
NORMAGAZ GELULE,"69,00","48,30"
NORMATENS 100MG / 30CPS,"39,50","26,10"
NORMATENS 50MG/30CPS,"26,00","17,18"
NORMIX 200MG B12,"66,90","44,21"
NORMOGASTRYL /20 CPS EFFER,"11,20","7,41"
NOSEPT GEL 150ML,"75,00","52,50"
NOSEPT SPRAY 125ML,"85,00","59,50"
NOTUX BTE/20 GELULES,"47,60","33,32"
NOTUX SIROP,"77,50","54,26"
NOVACTIVE GAZ,"85,00","59,51"
NOVACTIVE TRANSIT B/10 GELULES,"69,00","48,30"
NOVACTIVE TRANSIT B/20 GELULES,"89,00","62,30"
NOVAFER B9+VIT C BT/30 GELULES,"129,00","90,30"
NOVAFER VIT C BTE/30 GELULES,"119,00","83,30"
NOVAFIX CREME GM,"75,00","50,00"
NOVAFIX CREME PM,"39,00","26,00"
NOVAFIX TABLETTES / 32,"51,00","34,01"
NOVALAC 1,"85,00","72,26"
NOVALAC 2,"85,00","72,26"
NOVALAC 3,"85,00","72,25"
NOVALAC AC1,"91,00","77,35"
NOVALAC AC2,"89,00","75,66"
NOVALAC AD 600G,"156,00","132,60"
NOVALAC ALLERNOVA AR,"199,00","169,15"
NOVALAC AR DIGEST,"98,00","83,30"
NOVALAC AR1,"89,00","75,66"
NOVALAC AR2,"85,00","72,25"
NOVALAC EXPERT AC EU2020,"91,00","77,35"
NOVALAC EXPERT AR EU2020,"91,00","77,35"
NOVALAC LAIT TRANSIT 1 AGE,"95,00","80,75"
NOVALAC LAIT TRANSIT 2 AGE,"95,00","80,75"
NOVALYS CREME REPARATRICE 30G,"87,80","61,46"
NOVALYS GEL INTEME 200 ML,"96,00","67,20"
NOVALYS GEL INTIME 125ML,"78,80","55,16"
NOVALYS GEL LAVANT  PH8,"96,00","67,20"
NOVALYS SPRAY 125ML,"109,00","76,30"
NOVALYS SPRAY 60ML,"79,50","55,66"
NOVATONE B30,"138,00","96,60"
NOVEX 2000 UI 0.2ML / 6 SERING,"180,00","118,93"
NOVEX 2000 UI 0.2ML 2 SER,"66,00","43,61"
NOVEX 4000 UI 0.4ML 2 SER,"132,00","87,21"
NOVEX 4000 UI 0.4ML 6       BK,"347,00","243,78"
NOVEX 6000 UI 0.6ML 2 SER,"143,30","94,67"
NOVEX 8000 UI 0.8ML 2 SER,"164,20","108,50"
NOVIRON    /30 CP,"119,00","83,30"
NOVIRON B9   /30 CP,"129,00","90,30"
NOVOCINE 500MG B10,"126,10","83,35"
NOVOCINE 500MG B7,"93,50","61,77"
NOVOCLIN 1G/125 BTE/12 STS,"92,50","61,13"
NOVOCLIN 1G/16 STS,"123,40","81,51"
NOVOCLIN 1G/24 STS,"175,70","116,08"
NOVOCLIN 250MG/12 STS,"42,90","28,34"
NOVOCLIN 500MG/12 STS E,"74,60","49,32"
NOVOCLIN PSO E SP 60ML,"58,90","38,92"
NOVOCLIN PSO N SP 30ML,"34,20","22,59"
NOVOMIX 30 FLEX STYLO 3ML/5 BK,"559,00","393,26"
NOVOMIX 30 PENFILL 100UI/ML BK,"489,00","344,10"
NOVONORM  0.5MG /90 CPS     BK,"166,30","109,91"
NOVONORM  1MG / 90 CPS      BK,"177,50","117,27"
NOVONORM  2MG / 90 CPS      BK,"196,50","129,86"
NOVOPRED 20MG CPS B20,"40,00","26,43"
NOVOPRED 5MG CPS B30,"23,00","15,20"
NOVORAPID FLEX STYLO 3ML B5 BK,"571,00","401,29"
NOVORAPID PENF 100 UI / ML  BK,"497,00","349,65"
NOVORTAN 150MG B30,"116,00","76,65"
NOVORTAN 300MG B30,"145,00","95,79"
NOVORTAN PLUS 150/12.5 B30,"129,80","85,77"
NOVORTAN PLUS 300/12.5 B30,"158,20","104,53"
NOVORTAN PLUS 300/25 B30,"160,90","106,29"
NOVOSAR 160MG CPS B30,"140,00","92,51"
NOVOSAR 80MG CPS B30,"100,00","66,08"
NOVOSAR PLUS 160MG/25MG,"133,00","87,86"
NOVOSAR PLUS 80MG/12.5MG,"95,00","62,79"
NOZINAN 100 MG  20 COMP,"53,50","35,35"
NOZINAN 25 MG   20 COMP,"15,10","10,00"
NOZINAN 30ML GOUTTES,"36,00","23,78"
NOZINAN INJ,"23,00","15,18"
NU WHITE JOUR,"229,00","152,68"
NU WHITE NUIT,"236,00","157,33"
NUPENTIN 300MG/30GELS,"92,70","61,25"
NUPENTIN 300MG/90GELS,"257,00","170,24"
NUPENTIN 400MG/30GELS,"114,00","75,34"
NURABOL 4 MG X 30 CPS,"14,20","9,39"
NURABOL 4MG FL 125ML SIROP AD,"11,30","7,49"
NURABOL SP ENFANT 125 ML,"9,10","5,99"
NURAFORCE B30,"105,00","73,50"
NURAMAG B30,"95,00","66,50"
NURAMAG EFFER CPS B20,"95,00","66,50"
NURAVIT CP B15,"28,70","18,96"
NURAVIT SIROP 125ML,"19,60","12,96"
NURAX 30 CPS/R,"79,80","55,86"
NURAX SIROP 200ML /R,"84,00","58,80"
NURAX TONUS ENF FL,"129,50","90,66"
NURAX TONUS FL BUV B/10,"129,50","90,66"
NURIQA /30 GELULES,"149,00","104,30"
NURODOL 200MG /20CPS,"15,90","10,50"
NURODOL 200MG/ML F 200ML,"17,70","11,72"
NURODOL 400MG/30 CPS,"28,00","18,53"
NURSIE 1 300G,"54,00","45,91"
NURSIE 1 400G,"87,00","73,95"
NURSIE 1 900G,"169,00","143,65"
NURSIE 2 300G,"54,00","45,91"
NURSIE 2 400G,"87,00","73,95"
NURSIE 2 900G,"169,00","143,65"
NURSIE 3 400G,"83,00","70,55"
NURSIE 3 900G,"163,00","138,55"
NURSIE AR 0-12 MOIS 400G,"109,00","92,65"
NURSIE COMFORT 2 400G,"100,00","85,00"
NURSIE CONFORT 1 400G,"100,00","85,00"
NURSIE CONFORT 1 900G,"200,00","170,00"
NURSIE EXPERTISE 1 400G,"85,00","72,25"
NURSIE EXPERTISE 2 400G,"85,00","72,25"
NUTRI FOV / 60 CPS,"333,00","233,10"
NUTRICAP SHAMP,"120,00","80,00"
NUTRIMEA BTE/15 GELULES,"150,00","105,00"
NUTRIMEA BTE/30 GELULES,"280,00","196,01"
NUTRINATURE DIGESTION,"83,00","58,10"
NUVIVAX 10MG B1,"37,40","24,70"
NUVIVAX 10MG B2,"65,80","43,47"
NUVIVAX 20MG B1,"56,10","37,04"
NUX CREM MARVEILANCE,"415,00","276,68"
NUX D-EXPRESSION,"180,00","120,00"
NUXE CREME NIRVANESQUE,"380,00","253,36"
NUXE REVE DE MIEL,"300,00","200,00"
NYDA 50ML SPRAY,"179,00","125,30"
NYDA EXPRESS 50ML,"179,00","125,30"
NYLON FSSB,"487,00","340,91"
O-LINE 10MG B28,"254,00","168,17"
O-LINE 10MG B7,"74,80","49,42"
O-LINE 15MG B28,"310,00","218,12"
O-LINE 20MG B28,"463,00","325,79"
O-LINE 5MG B28,"146,00","96,46"
O-PLASTINE  PDE 30G,"19,00","12,55"
O-PLASTINE PDE 60G,"30,00","19,82"
OCEAN   VM   150ml,"100,00","70,00"
OCEAN BIO-ACTIF HYGI DU NEZ AD,"95,00","66,50"
OCEAN BIO-ACTIF HYGIEN NEZ PED,"95,00","66,50"
OCEAN BIO-ACTIF NEZ BOUCHE AD,"99,50","69,66"
OCEAN BIO-ACTIF NEZ BOUCHE PED,"99,50","69,66"
OCEAN BIO-ACTIF NEZ PROTEC+ AD,"105,00","73,50"
OCEAN BIO-ACTIF PROTECT+PED,"105,00","73,50"
OCEAN DAILY ON ENERGY,"130,00","91,00"
OCEAN GLUCOSAMINE COMPL EN FL,"170,00","118,99"
OCEAN GUMMIES IMMUNITE,"140,00","97,99"
OCEAN GUMMIES MULTIVIT FL,"140,00","97,99"
OCEAN GUMMIES SAMBUCUS,"140,00","97,99"
OCEAN MAGNESIUM  B30,"100,00","70,00"
OCEAN OSTEOFINE,"100,00","70,00"
OCET 200MG/10CPS,"55,00","36,37"
OCET 200MG/20CPS,"100,90","66,69"
OCULARM 0.15 % OSD,"129,90","90,92"
OCULARM GEL OSD,"149,90","104,93"
OCULARM PAN OSD,"149,90","104,93"
OCULOCIN COLLYRE,"105,00","73,50"
OCUPAD BTE/10 PCS,"49,90","34,93"
OCUSALIN 5% OSD,"149,90","104,93"
OCUSERUM 20/5ML,"69,90","48,92"
OCUTEARS ALO+ 10ML,"169,00","118,30"
OCUTEARS HYDRO+ 10ML,"179,00","125,32"
OCUWASH FLACON 60ML,"59,90","41,93"
OCUYAL 0.13% 10ML,"89,50","62,66"
OCUYAL GEL 0.30%,"99,90","69,92"
ODIA 1MG/30CPS,"26,90","17,77"
ODIA 2MG/30CPS,"40,00","26,43"
ODIA 2MG/60CPS,"78,10","51,62"
ODIA 3MG/30CPS,"60,00","39,64"
ODIA 3MG/60CPS,"117,20","77,43"
ODIA 4MG/30CPS              BK,"68,80","45,45"
ODIA 4MG/60CPS              BK,"121,00","79,92"
ODINET SPRAY,"69,00","48,30"
ODM5 10ML,"151,20","105,84"
ODREN B30,"85,00","59,51"
OEDES 20MG/14GEL,"49,30","32,58"
OEDES 20MG/28GEL,"92,50","61,13"
OEDES 20MG/56 GELS,"130,80","86,45"
OEDES 20MG/7GEL,"28,00","18,48"
OEDES 40MG / INJ,"82,10","58,66"
OEDES 40MG B14,"69,30","45,79"
OEDES 40MG B28,"130,80","86,45"
OENOBIOL SOLAIRE,"190,00","126,67"
OFIKEN 100MG/5ML   F 30ML,"50,20","33,16"
OFIKEN 100MG/5ML   F 60ML,"87,30","57,68"
OFIKEN 200MG/ 8CPS,"88,90","58,73"
OFIKEN 200MG/16 CPS,"156,50","103,40"
OFLOCET SOLUT AURI 20DOS.   BK,"66,00","43,59"
OFTAIAL PLUS,"142,80","100,00"
OFTAOX,"89,00","62,30"
OLA'APPETIT SOLUTION BUVABLE,"89,75","71,39"
OLA'FER BTE/30 GELULES,"97,90","68,57"
OLA'MAG BTE/30 GELULES,"95,80","67,02"
OLA'VIT BTE/30 GELULES,"99,00","69,28"
OLA'ZINC BTE/30 GELULES,"99,00","69,28"
OLAMID COLLYRE,"93,30","61,65"
OLANZAPINE WIN 10MG B30,"183,80","121,43"
OLANZAPINE WIN 5MG B30,"111,90","73,93"
OLEDIZ 20MG CPS/14,"76,70","50,69"
OLEDIZ 20MG CPS/28,"135,10","89,24"
OLEDIZ 20MG CPS/7,"43,00","28,40"
OLEDIZ 40MG CPS/14,"114,70","75,76"
OLEDIZ 40MG CPS/28,"201,00","133,42"
OLEDIZ 40MG CPS/7,"65,20","43,10"
OLIPEN 500/62.5/100MG B12 STS,"82,10","54,22"
OLIPEN 500/62.5/100MG B16 STS,"109,50","72,34"
OLIPEN 500/62.5/100MG B24 STS,"144,50","95,46"
OLMADIP 10MG B28,"54,90","36,27"
OLMADIP 5MG B28,"33,40","22,07"
OLMETEC 10 MG / 30 CPS,"158,40","104,66"
OLMETEC 20 MG / 30 CPS BK,"252,00","166,77"
OLMETEC 40 MG / 30 CPS BK,"256,00","169,54"
OLOXINE  200MG / 10 CPS,"60,70","40,14"
OLOXINE 200MG/20CPS,"92,50","61,13"
OLYNZA  5MG B30,"156,40","103,34"
OLYNZA 10MG B30,"272,00","179,82"
OMAG 300 MG B20,"86,50","60,54"
OMEGAFOLINE B30,"199,00","139,31"
OMEGEN 10 MG X 14 GELU,"24,70","16,35"
OMEGEN 10MG/28GL,"47,80","31,58"
OMEGEN 20MG 14GEL,"35,50","23,45"
OMEGEN 20MG/28GEL,"66,30","43,83"
OMEGEN 20MG/7GEL,"24,30","16,05"
OMEPRAL 20MG/14 GEL,"49,30","32,58"
OMEPRAL 20MG/28 GEL,"86,70","57,30"
OMEPRAL 20MG/7GEL,"28,00","18,53"
OMEPRAZOL NORMON 40MG INJ B1,"44,80","29,60"
OMEPRAZOLE GT 40MG 10 FLACON,"465,00","326,97"
OMIZ 10MG B14,"22,00","14,54"
OMIZ 10MG B28,"42,10","27,85"
OMIZ 10MG B7,"11,60","7,66"
OMIZ 20MG/14 GEL,"39,20","25,93"
OMIZ 20MG/28 GEL,"76,10","50,26"
OMIZ 20MG/7 GEL,"21,00","13,90"
OMNIPAQUE 300MG/100ML,"347,00","244,20"
OMNIPAQUE 300MG/50ML,"174,80","115,50"
OMNIPAQUE 350MG/50ML,"200,00","132,76"
ONAGRINE MODELLIANCE NUIT 30ML,"238,50","159,01"
ONBREZ 150 UG  B30,"452,00","317,98"
ONBREZ 300 UG  B30,"452,00","318,02"
ONDANSETRON NORMON 8MG/4ml  AMP B5,"348,00","244,51"
ONICOFIX 3.5ML VERNIS,"155,00","108,50"
ONIDER,"75,00","52,50"
ONIDERME BEBE 200ML,"95,00","66,50"
ONIDERME CREME REPARATRICE 30G,"90,00","63,00"
ONIDERME GEL INTIME 200ML,"90,00","63,00"
ONIDERME POUDRE 20G,"75,00","52,50"
ONIFINE 250 MG / 14CPS,"123,40","81,51"
ONIFINE 250 MG / 28CPS,"221,00","146,35"
ONIFINE CREME 15G,"31,80","20,99"
ONIFINE CREME 30G,"54,20","35,82"
ONIXIDINE SPRAY60 ML,"65,00","45,50"
ONSET 8MG/10 CPS            BK,"302,00","212,34"
ONSET 8MG/4ML/ B1 HOP,,
ONYC FLACON DE 15ML,"129,00","90,30"
ONYSTER,"260,00","182,00"
ONYXINE 5% FL 2.5ML,"191,70","126,65"
OPATANOL COLLYRE,"84,80","56,02"
OPAVIR 0.5MG B30,"2 833,00","2 433,19"
OPAVIR 1MG B30,"2 878,00","2 478,50"
OPHTA B5 COLLYRE 15ML,"99,00","69,30"
OPHTABLEPH LINGETTE B24,"99,00","66,00"
OPHTABLEPH SPRAY 25ML,"87,00","58,01"
OPHTACLAIRE LAVAGE OCUL F120ML,"80,00","56,00"
OPHTAPAD,"99,00","69,30"
OPHTASALINE 20ML X5ML,"78,00","54,60"
OPHTASALINE UNIDOSE/40,"125,00","87,48"
OPHTASEC,"125,00","87,50"
OPRA 20MG B14,"36,40","24,03"
OPRA 20MG B28,"73,80","48,78"
OPRA 20MG B7,"18,70","12,34"
OPTIFRESH PLUS COLLYRE,"129,00","90,29"
OPTIMAG / 30GELS,"79,00","55,30"
OPTIPRED COLLYRE,"21,90","14,45"
OPTIS GELS B30,"125,00","87,50"
OPTIVE FUSION UNIDOSE 0.4ML,"179,00","125,29"
OPTIVISION/30 GELULES,"189,00","132,30"
OPTYS ANTI-CERNE,"198,00","132,00"
OPTYS ANTI-RIDE,"198,00","132,00"
ORADEXON COMPRIMES 5MG,"14,30","9,45"
ORADEXON SIROP,"16,30","10,77"
ORAGIN / 30 CPS,"71,90","47,54"
ORALIS B20,"70,00","49,00"
ORAPRED 20 MG / 30 CPS,"60,00","39,63"
ORAPRED 5MG / 30 CPS,"20,00","13,21"
ORCHIS 0.0756 MG B28,"39,20","25,93"
ORCIFER BTE/20 GELULES,"64,90","45,43"
ORELOX COMP B10,"100,10","66,16"
ORELOX ENF. NOUR. 100ML ..  BK,"100,20","66,18"
ORELOX ENF. NOUR. 50ML ..,"71,80","47,45"
OREX 125MG / 5ML SIROP,"22,50","14,87"
OREX 250MG / 5ML SIROP,"35,30","23,31"
OREX 500MG / 12 GELULES,"59,10","39,03"
OREXIVIT BTE/30 GELULES,"69,00","48,30"
OREXIVIT SIROP 200ML,"74,00","51,80"
ORFINE CREME ECLAIRCISSANTE,"79,50","52,99"
ORFINE CREME HYDRATANTE,"64,50","43,01"
ORFINE ECRAN INVISIBLE,"135,00","90,00"
ORFINE ECRAN OPAQUE,"135,00","90,00"
ORO D3 400 UI GOUTTES 50ML,"140,00","97,99"
ORO-CAL D3 BTE/30 CPS,"75,00","52,50"
ORO-FER 30 GELS,"98,70","69,10"
OROKEN 100MG PDR SP.,"111,50","73,67"
OROKEN 40 MG PDR SP.,"66,00","43,59"
OROKEN COMP 200MG/8CPS.     BK,"108,70","71,82"
OROPROPOLIS  SPRAY,"55,10","38,57"
OROPROPOLIS BAUME GINGIVAL,"59,70","41,78"
OROPROPOLIS SPRAY JUNIOR,"67,20","47,04"
OROPROPOLIS TABLETTES /15,"61,50","43,06"
OROSEPT SPRAY,"55,00","38,51"
OROSTIM B30,"79,00","55,31"
OROSTIM SIROP 125ML,"79,00","55,30"
OROSTIN SIROP 200ML,"95,00","66,50"
OROTREX 10MG /30 CAP,"142,20","93,96"
OROTREX 20MG/30 CAP         BK,"270,00","178,75"
OROVASC 10MG B30,"75,90","50,17"
OROVASC 5MG B30,"43,00","28,42"
OROXYL SPRAY 20ML,"89,00","62,32"
OROZEN CP A CROQUER B20,"49,50","34,66"
ORPIN SPRAY BUCCAL,"69,00","48,30"
ORTHESE POIGNET CARE POUSSE D,"195,00","130,01"
OSAT PLUS 50G,"99,50","69,66"
OSCAL CPS B30,"199,00","139,31"
OSCILLOCOCINUM 200K/6 DOSES,"66,80","44,16"
OSMAL 15MG B15,"54,40","35,98"
OSMAL 7.5MG B15,"36,10","23,87"
OSMAL 7.5MG B30,"69,80","46,12"
OSMODROP SOL OPHTALMIQUE,"149,00","104,30"
OSMOLAX SIROP 200ML,"33,60","22,23"
OSMOSINE SP,"31,80","20,99"
OSMOZ COLLYRE 5ML,"132,00","92,40"
OSPAMOX 500MG 12 GELULES,"47,20","31,21"
OSTEO 24 B20,"143,00","100,10"
OSTEO 24 B40,"143,00","100,10"
OSTEOCALM B30,"128,30","89,78"
OSTEOCARE B30 CP,"119,00","83,30"
OSTEOCARE SIROP 200ML,"119,00","83,30"
OSTEOVIT B60,"143,00","100,10"
OTAD 1% COLLYRE,"46,80","30,92"
OTAD DS 0.2 % COLLYRE,"79,50","52,56"
OTILYS,"65,00","45,50"
OTIPAX GOUT F/3OML.,"18,90","12,48"
OTIXYL SPAY 20ML,"79,00","55,31"
OTOFA GOUTTES AURICULAIRE,"26,60","17,59"
OTOLAYA  SPRAY,"99,50","69,66"
OTOSAN GOUTTES 10ML,"89,60","62,72"
OTOSAN NASAL BABY 30ML,"93,50","65,46"
OTOSAN NASAL FORTE,"93,50","65,46"
OTOSAN NASAL WASH KIT,"215,00","150,50"
OTOSAN NASAL WASH STS/30,"130,00","91,00"
OTOSAN SPRAY AURICULAIRE 50ML,"93,50","65,46"
OTRIVINE NEBULISEUR 1%,"18,10","11,94"
OV-POWER BTE/30 CPS,"264,00","184,80"
OVESTIN 1 MG /30 CPS        BK,"68,50","45,27"
OVESTIN OVULE X 15         BK,"76,50","50,56"
OVITREL 250 UG/0.5 ML INJ,"200,00","132,58"
OVULTEST,"240,00","160,01"
OVUSITOL 30 STS,"165,00","115,50"
OVUSITOL D STS/30,"198,00","138,60"
OXANTIN CP B30,"79,90","55,97"
OXAROL 10MG/10 CP,"90,40","59,75"
OXAROL 10MG/5  CP,"49,00","32,38"
OXAROL 15MG/14 CP,"147,00","97,13"
OXAROL 20MG/14 CP,"147,00","97,13"
OXAROL 20MG/28 CP,"275,00","181,95"
OXIDEN 20 MG 10 SUPPO,"48,00","31,73"
OXIDEN 20MG/10 GELS,"37,20","24,60"
OXIFLOR 200MG / 10 CPS,"60,70","40,14"
OXIFLOR 200MG/20CPS,"104,70","69,16"
OXIGONAF STS B30,"497,80","348,47"
OXIGONAM STS B30,"498,00","348,60"
OXONE 1G/10ML IV,"79,10","52,28"
OXONE 1G/5ML IM,"79,40","52,49"
OXONE 500MG/5ML IV,"48,40","31,98"
OXY CREME 30G,"66,30","46,40"
OXYAL SOLUTION OPHTALMIQUE,"65,00","45,50"
OXYDIA CPS B15,"168,00","117,60"
OXYDIA CPS B30,"269,00","188,30"
OXYFLOW 125UG 120 DOSES,"142,00","93,82"
OXYFLOW 250UG 120 DOSES,"185,00","122,22"
OXYGENOR 20MG/60CPS,"45,00","29,74"
OXYMAG 300/CITRON/20,"89,00","62,30"
OXYMAG 300MG B30,"89,00","62,30"
OXYMAG 375 MG B30,"119,00","83,29"
OXYMAG 375MG /16 EFF,"119,00","83,30"
OXYMAG 375MG /32 EFF,"189,00","132,30"
OXYMAG 375MG B20 CP,"92,00","64,40"
OXYMAG SOMMEIL BTE/30 CPS,"75,00","52,50"
OXYVITAMINE 100G STS,"34,90","24,43"
OZEN 10MG B14,"39,90","26,36"
OZEN 10MG B28,"77,20","51,00"
OZEN 10MG B7,"21,50","14,20"
OZIL PLUS 20MG B14,"49,30","32,60"
OZIL PLUS 20MG B28,"95,30","62,97"
OZODROP 8ML,"129,00","90,30"
PACLITOL 30MG B1,"429,00","301,92"
PACTOL STOPWET,"159,90","111,92"
PANACUR 250 ML,"51,00","35,71"
PANADOL 500 MG X 20 CP,"13,60","8,96"
PANADOL EXTRA,"18,70","12,35"
PANALGIC COMP,"14,00","9,26"
PANALGIC X 16CP EFF,"16,30","10,74"
PANAMAG 375 GELS B30,"99,00","69,30"
PANAMAG 375MG GELS B60,"139,00","97,30"
PANAX GINSENG 30GEL,"84,50","59,16"
PANAX GINSENG ROUGE BTE/10 GEL,"32,90","23,03"
PANAX GINSENG ROUGE BTE/20 GEL,"59,90","41,93"
PANAX MULTIVIT EFFER / 20 CPS,"92,30","64,61"
PANEKAL 20MG B10,"46,70","30,86"
PANEKAL 20MG B30,"120,50","79,62"
PANSORAL GEL,"21,50","14,20"
PANTOPRAZOL GT 20MG B10,"48,10","31,80"
PANTOPRAZOL GT 20MG B20,"85,90","56,74"
PANTOPRAZOL GT 40MG B10,"70,10","46,31"
PANTOPRAZOL GT 40MG B20,"133,50","88,18"
PAPILOCARE B7,"275,00","192,50"
PARANTAL 100 SUPP B10,"7,50","4,94"
PARANTAL 150 SUPP B10,"8,40","5,56"
PARANTAL 1G /8 CPS EFFE.,"13,70","9,05"
PARANTAL 1G SUPP B10,"13,40","8,88"
PARANTAL 250 MG X 10 SUPPO,"11,60","7,66"
PARANTAL 300 MG / 12 STS,"11,60","7,66"
PARANTAL 300MG/10 SUPPO,"11,70","7,71"
PARANTAL 500 MG 20 CP EFFE.,"14,90","9,88"
PARANTAL 500 MG X 16 STS,"19,10","12,65"
PARANTAL 500 MG X10 CPS EFF.,"8,50","5,61"
PARANTAL 500MG/20 CPS,"9,40","6,24"
PARANTAL C 1000  X 10 CP,"18,30","12,10"
PARANTAL SUSP 90ML,"16,40","10,81"
PARASPHAN X 10 COMP EFF,"16,20","10,68"
PARASPHAN X 20 COMP EFF,"28,90","19,08"
PARODONTAX GEL CREME,"62,00","43,40"
PARODONTAX PATE GINGIVALE,"62,00","43,40"
PAROGENCYL PREVENTION GENCIVES,"41,90","29,33"
PAROGYL BAD BLANCHEUR,"52,00","36,40"
PAROGYL BAD DYNAMIC,"50,00","35,00"
PAROGYL BAD JUNIOR,"45,00","31,49"
PAROGYL BAD KIDS,"45,00","31,49"
PAROGYL BAD STAR,"52,00","36,40"
PAROGYL BAD VELVET,"52,00","36,40"
PAROGYL BAIN DE BOUCHE 300 ML,"68,00","47,60"
PAROGYL BROSSETTE EXTRA FINE,"68,00","47,60"
PAROGYL BROSSETTE FINE,"68,00","47,60"
PAROGYL DENTIFRICE BLANCHEUR,"56,00","39,20"
PAROGYL DENTIFRICE DENTS SENSI,"54,00","37,80"
PAROGYL DENTIFRICE GENGIVAL,"56,00","39,20"
PAROGYL DENTIFRICE KIDS,"45,00","31,49"
PAROGYL ORTHO BAD,"54,00","37,80"
PAROGYL PROTECT BB 300ML,"60,00","42,00"
PAROGYL PROTECT DENTIFRICE,"52,00","36,40"
PAROXETINE GT 20MG B30,"117,80","77,81"
PAROXETINE WIN 20MG B30 CP,"120,50","79,63"
PATCHOVEIN CREME 30G,"79,90","55,93"
PECTRYL SIROP FL 150 ML.,"21,20","14,02"
PECTRYL SP 250ML.,"32,40","21,42"
PEDIADERM CREME,"36,50","25,56"
PEDIAKID 22 VITAMINES,"98,00","68,60"
PEDIAKID APPETIT-TONUS,"98,00","68,60"
PEDIAKID BALEPOU SHAMP,"129,00","90,31"
PEDIAKID BAUME PECTORAL 40ML,"98,00","68,60"
PEDIAKID BEBE GAZ,"98,00","68,60"
PEDIAKID BEBE GAZ STICKS,"98,00","68,59"
